ID,Site,Date,Start.angle,Transect.angle,Transect,Point,Family,Genus,Species,N,Author,DBH,Height,Notes.stem,Notes.other,UTM.begin.1,UTM.begin.2,UTM.end.1,UTM.end.2,Photos.site,Photos.plant,dis,hab,point,class
4844,Km28,18/1/2016,320°,200°,28V,6,Malvaceae,Pachira,brevipes,Pachira brevipes,(A. Robyns) W.S. Alverson,4.9,5,,,946,,947,,476,,Primary,White.Sand,28V_6,Primary.White.Sand
4845,Km28,18/1/2016,320°,200°,28V,6,Clusiaceae,Tovomita,laurina,Tovomita laurina,Planch. & Triana,16.2,10,,,946,,947,,476,,Primary,White.Sand,28V_6,Primary.White.Sand
4846,Km28,18/1/2016,320°,200°,28V,6,Malvaceae,Pachira,brevipes,Pachira brevipes,(A. Robyns) W.S. Alverson,4.3,3,,,946,,947,,476,,Primary,White.Sand,28V_6,Primary.White.Sand
4847,Km28,18/1/2016,320°,200°,28V,6,Sapotaceae,Ecclinusa,lanceolata,Ecclinusa lanceolata,(Mart. & Eichler) Pierre,6.5,5,,,946,,947,,476,,Primary,White.Sand,28V_6,Primary.White.Sand
4848,Km28,18/1/2016,320°,200°,28V,6,Malvaceae,Pachira,brevipes,Pachira brevipes,(A. Robyns) W.S. Alverson,4.4,5,,,946,,947,,476,,Primary,White.Sand,28V_6,Primary.White.Sand
4849,Km28,18/1/2016,320°,200°,28V,6,Fabaceae,Macrolobium,microcalyx,Macrolobium microcalyx,Ducke,5.6,5,,,946,,947,,476,,Primary,White.Sand,28V_6,Primary.White.Sand
4850,Km28,18/1/2016,320°,200°,28V,6,Rutaceae,Ravenia,biramosa,Ravenia biramosa, Ducke,4.3,3,,,946,,947,,476,,Primary,White.Sand,28V_6,Primary.White.Sand
4851,Km28,18/1/2016,320°,200°,28V,6,Malvaceae,Pachira,brevipes,Pachira brevipes,(A. Robyns) W.S. Alverson,15.5,8,,,946,,947,,476,,Primary,White.Sand,28V_6,Primary.White.Sand
4852,Sabalillo,20/1/2016,150°,60°,SA1,1,Hypericaceae,Vismia,angusta,Vismia angusta,Miq.,5.9,6,,,948,,949,,477,,Disturbed,Upland,SA1_1,Disturbed.Upland
4853,Sabalillo,20/1/2016,150°,60°,SA1,1,Hypericaceae,Vismia,angusta,Vismia angusta,Miq.,6,5,,,948,,949,,477,,Disturbed,Upland,SA1_1,Disturbed.Upland
4854,Sabalillo,20/1/2016,150°,60°,SA1,1,Hypericaceae,Vismia,angusta,Vismia angusta,Miq.,3,4,,,948,,949,,477,,Disturbed,Upland,SA1_1,Disturbed.Upland
4855,Sabalillo,20/1/2016,150°,60°,SA1,1,Boraginaceae,Cordia,nodosa,Cordia nodosa,Lam.,4.8,5,,,948,,949,,477,,Disturbed,Upland,SA1_1,Disturbed.Upland
4856,Sabalillo,20/1/2016,150°,60°,SA1,1,Bignoniaceae,Jacaranda,copaia,Jacaranda copaia,(Aubl.) D.Don,3.5,6,,,948,,949,,477,,Disturbed,Upland,SA1_1,Disturbed.Upland
4857,Sabalillo,20/1/2016,150°,60°,SA1,1,Bignoniaceae,Jacaranda,copaia,Jacaranda copaia,(Aubl.) D.Don,3.1,4,,,948,,949,,477,,Disturbed,Upland,SA1_1,Disturbed.Upland
4858,Sabalillo,20/1/2016,150°,60°,SA1,1,Bignoniaceae,Jacaranda,copaia,Jacaranda copaia,(Aubl.) D.Don,5.9,6,,,948,,949,,477,,Disturbed,Upland,SA1_1,Disturbed.Upland
4859,Sabalillo,20/1/2016,150°,60°,SA1,1,Olacaceae,Heisteria,nitida,Heisteria nitida,Engl.,2.7,3,,,948,,949,,477,,Disturbed,Upland,SA1_1,Disturbed.Upland
4860,Sabalillo,20/1/2016,150°,60°,SA1,1,Bignoniaceae,Jacaranda,copaia,Jacaranda copaia,(Aubl.) D.Don,2.7,2,,,948,,949,,477,,Disturbed,Upland,SA1_1,Disturbed.Upland
4861,Sabalillo,20/1/2016,150°,60°,SA1,1,Melastomataceae,Bellucia,pentamera,Bellucia pentamera,Naudin,5.9,4,,,948,,949,,477,,Disturbed,Upland,SA1_1,Disturbed.Upland
4862,Sabalillo,20/1/2016,150°,60°,SA1,1,Hypericaceae,Vismia,angusta,Vismia angusta,Miq.,4.3,6,,,948,,949,,477,,Disturbed,Upland,SA1_1,Disturbed.Upland
4863,Sabalillo,20/1/2016,150°,60°,SA1,1,Euphorbiaceae,Conceveiba,rhytidocarpa,Conceveiba rhytidocarpa,Müll. Arg.,2.8,2,,,948,,949,,477,,Disturbed,Upland,SA1_1,Disturbed.Upland
4864,Sabalillo,20/1/2016,150°,60°,SA1,1,Euphorbiaceae,Alchornea,triplinervia,Alchornea triplinervia,(Spreng.) Müll. Arg.,4.3,2,,,948,,949,,477,,Disturbed,Upland,SA1_1,Disturbed.Upland
4865,Sabalillo,20/1/2016,150°,60°,SA1,1,Melastomataceae,Miconia,splendens,Miconia splendens,(Sw.) Griseb.,6.1,6,,,948,,949,,477,,Disturbed,Upland,SA1_1,Disturbed.Upland
4866,Sabalillo,20/1/2016,150°,60°,SA1,1,Moraceae,Naucleopsis,mello-barretoi,Naucleopsis mello-barretoi,(Standl.) C.C. Berg,3,2,,,948,,949,,477,,Disturbed,Upland,SA1_1,Disturbed.Upland
4867,Sabalillo,20/1/2016,150°,60°,SA1,1,Phyllantaceae,Didymocistus,chrysadenius,Didymocistus chrysadenius,Kuhlm.,7.6,3,,,948,,949,,477,,Disturbed,Upland,SA1_1,Disturbed.Upland
4868,Sabalillo,20/1/2016,170°,70°,SA1,2,Melastomataceae,Miconia,sp. 2,Miconia sp. 2,,3.3,3,,,950,,951,,478,,Disturbed,Upland,SA1_2,Disturbed.Upland
4869,Sabalillo,20/1/2016,170°,70°,SA1,2,Hypericaceae,Vismia,angusta,Vismia angusta,Miq.,3.5,2,,,950,,951,,478,,Disturbed,Upland,SA1_2,Disturbed.Upland
4870,Sabalillo,20/1/2016,170°,70°,SA1,2,Siparunaceae,Siparuna,decipiens,Siparuna decipiens,(Tul.) A.DC.,3.3,2,,,950,,951,,478,,Disturbed,Upland,SA1_2,Disturbed.Upland
4871,Sabalillo,20/1/2016,170°,70°,SA1,2,Siparunaceae,Siparuna,decipiens,Siparuna decipiens,(Tul.) A.DC.,3.4,2,,,950,,951,,478,,Disturbed,Upland,SA1_2,Disturbed.Upland
4872,Sabalillo,20/1/2016,170°,70°,SA1,2,Siparunaceae,Siparuna,decipiens,Siparuna decipiens,(Tul.) A.DC.,5,2,,,950,,951,,478,,Disturbed,Upland,SA1_2,Disturbed.Upland
4873,Sabalillo,20/1/2016,170°,70°,SA1,2,Bignoniaceae,Jacaranda,copaia,Jacaranda copaia,(Aubl.) D.Don,4.1,3,,,950,,951,,478,,Disturbed,Upland,SA1_2,Disturbed.Upland
4874,Sabalillo,20/1/2016,170°,70°,SA1,2,Bignoniaceae,Jacaranda,copaia,Jacaranda copaia,(Aubl.) D.Don,8.8,4,,,950,,951,,478,,Disturbed,Upland,SA1_2,Disturbed.Upland
4875,Sabalillo,20/1/2016,160°,340°,SA1,3,Melastomataceae,Miconia,splendens,Miconia splendens,(Sw.) Griseb.,4.6,5,,,953,,952,,479,,Disturbed,Upland,SA1_3,Disturbed.Upland
4876,Sabalillo,20/1/2016,160°,340°,SA1,3,Urticaceae,Cecropia,engleriana,Cecropia engleriana,Snethl.,4.2,4,,,953,,952,,479,,Disturbed,Upland,SA1_3,Disturbed.Upland
4877,Sabalillo,20/1/2016,160°,340°,SA1,3,Urticaceae,Cecropia,engleriana,Cecropia engleriana,Snethl.,4.6,4,,,953,,952,,479,,Disturbed,Upland,SA1_3,Disturbed.Upland
4878,Sabalillo,20/1/2016,160°,340°,SA1,3,Urticaceae,Cecropia,engleriana,Cecropia engleriana,Snethl.,4.3,3,,,953,,952,,479,,Disturbed,Upland,SA1_3,Disturbed.Upland
4879,Sabalillo,20/1/2016,160°,340°,SA1,3,Bignoniaceae,Jacaranda,copaia,Jacaranda copaia,(Aubl.) D.Don,5.2,4,,,953,,952,,479,,Disturbed,Upland,SA1_3,Disturbed.Upland
4880,Sabalillo,20/1/2016,160°,340°,SA1,3,Urticaceae,Cecropia,engleriana,Cecropia engleriana,Snethl.,6.2,7,,,953,,952,,479,,Disturbed,Upland,SA1_3,Disturbed.Upland
4881,Sabalillo,20/1/2016,160°,340°,SA1,3,Hypericaceae,Vismia,angusta,Vismia angusta,Miq.,7.8,6,,,953,,952,,479,,Disturbed,Upland,SA1_3,Disturbed.Upland
4882,Sabalillo,20/1/2016,160°,340°,SA1,3,Urticaceae,Cecropia,engleriana,Cecropia engleriana,Snethl.,5.1,4,,,953,,952,,479,,Disturbed,Upland,SA1_3,Disturbed.Upland
4883,Sabalillo,20/1/2016,160°,340°,SA1,3,Urticaceae,Cecropia,engleriana,Cecropia engleriana,Snethl.,5.2,6,,,953,,952,,479,,Disturbed,Upland,SA1_3,Disturbed.Upland
4884,Sabalillo,20/1/2016,160°,340°,SA1,3,Bignoniaceae,Jacaranda,copaia,Jacaranda copaia,(Aubl.) D.Don,3.3,4,,,953,,952,,479,,Disturbed,Upland,SA1_3,Disturbed.Upland
4885,Sabalillo,20/1/2016,160°,340°,SA1,3,Urticaceae,Cecropia,engleriana,Cecropia engleriana,Snethl.,13.8,8,,,953,,952,,479,,Disturbed,Upland,SA1_3,Disturbed.Upland
4886,Sabalillo,20/1/2016,160°,340°,SA1,3,Urticaceae,Cecropia,engleriana,Cecropia engleriana,Snethl.,8.7,5,,,953,,952,,479,,Disturbed,Upland,SA1_3,Disturbed.Upland
4887,Sabalillo,20/1/2016,160°,340°,SA1,3,Urticaceae,Cecropia,engleriana,Cecropia engleriana,Snethl.,4.5,4,,,953,,952,,479,,Disturbed,Upland,SA1_3,Disturbed.Upland
4888,Sabalillo,20/1/2016,160°,340°,SA1,3,Urticaceae,Cecropia,engleriana,Cecropia engleriana,Snethl.,3.9,2,,,953,,952,,479,,Disturbed,Upland,SA1_3,Disturbed.Upland
4889,Sabalillo,20/1/2016,160°,340°,SA1,3,Urticaceae,Cecropia,engleriana,Cecropia engleriana,Snethl.,2.8,4,,,953,,952,,479,,Disturbed,Upland,SA1_3,Disturbed.Upland
4890,Sabalillo,20/1/2016,160°,340°,SA1,3,Urticaceae,Cecropia,engleriana,Cecropia engleriana,Snethl.,2.5,3,,,953,,952,,479,,Disturbed,Upland,SA1_3,Disturbed.Upland
4891,Sabalillo,20/1/2016,160°,340°,SA1,3,Urticaceae,Cecropia,engleriana,Cecropia engleriana,Snethl.,3,3,,,953,,952,,479,,Disturbed,Upland,SA1_3,Disturbed.Upland
4892,Sabalillo,20/1/2016,160°,340°,SA1,3,Urticaceae,Cecropia,engleriana,Cecropia engleriana,Snethl.,3,2.5,,,953,,952,,479,,Disturbed,Upland,SA1_3,Disturbed.Upland
4893,Sabalillo,20/1/2016,160°,340°,SA1,3,Urticaceae,Cecropia,engleriana,Cecropia engleriana,Snethl.,2.5,3,,,953,,952,,479,,Disturbed,Upland,SA1_3,Disturbed.Upland
4894,Sabalillo,20/1/2016,160°,340°,SA1,3,Urticaceae,Cecropia,engleriana,Cecropia engleriana,Snethl.,3.2,5,,,953,,952,,479,,Disturbed,Upland,SA1_3,Disturbed.Upland
4895,Sabalillo,20/1/2016,120°,190°,SA1,4,Lecythidaceae,Grias,neuberthii,Grias neuberthii,J.F. Macbr.,4,3,,,954,,955,,480,,Disturbed,Upland,SA1_4,Disturbed.Upland
4896,Sabalillo,20/1/2016,120°,190°,SA1,4,Euphorbiaceae,Alchornea,triplinervia,Alchornea triplinervia,(Spreng.) Müll. Arg.,11.5,6,,,954,,955,,480,,Disturbed,Upland,SA1_4,Disturbed.Upland
4897,Sabalillo,20/1/2016,120°,190°,SA1,4,Euphorbiaceae,Alchornea,triplinervia,Alchornea triplinervia,(Spreng.) Müll. Arg.,11.4,7,,,954,,955,,480,,Disturbed,Upland,SA1_4,Disturbed.Upland
4898,Sabalillo,20/1/2016,120°,190°,SA1,4,Bignoniaceae,Jacaranda,copaia,Jacaranda copaia,(Aubl.) D.Don,4.3,3,,,954,,955,,480,,Disturbed,Upland,SA1_4,Disturbed.Upland
4899,Sabalillo,20/1/2016,120°,190°,SA1,4,Euphorbiaceae,Alchornea,triplinervia,Alchornea triplinervia,(Spreng.) Müll. Arg.,16.4,7,,,954,,955,,480,,Disturbed,Upland,SA1_4,Disturbed.Upland
4900,Sabalillo,20/1/2016,120°,190°,SA1,4,Anacardiaceae,Tapirira,guianensis,Tapirira guianensis, Aubl.,14.4,3,,,954,,955,,480,,Disturbed,Upland,SA1_4,Disturbed.Upland
,Sabalillo,20/1/2016,330°,300°,SA1,5,,,, ,,,,,No se registraron arboles,956,,1070,,481,,Disturbed,Upland,SA1_5,Disturbed.Upland
4901,Sabalillo,20/1/2016,20°,290°,SA1,6,Hypericaceae,Vismia,angusta,Vismia angusta,Miq.,6.4,3,,,957,,958,,482,,Disturbed,Upland,SA1_6,Disturbed.Upland
4902,Sabalillo,20/1/2016,20°,290°,SA1,6,Euphorbiaceae,Alchornea,triplinervia,Alchornea triplinervia,(Spreng.) Müll. Arg.,7.7,4,,,957,,958,,482,,Disturbed,Upland,SA1_6,Disturbed.Upland
4903,Sabalillo,21/1/2016,200°,20°,SA2,6,Sapotaceae,Micropholis,trunciflora,Micropholis trunciflora,Ducke,3.8,3,,,960,,959,,483,,Primary,Upland,SA2_6,Primary.Upland
4904,Sabalillo,21/1/2016,200°,20°,SA2,6,Fabaceae,Abarema,sp. 2,Abarema sp. 2,,17,15,,,960,,959,,483,,Primary,Upland,SA2_6,Primary.Upland
4905,Sabalillo,21/1/2016,200°,20°,SA2,6,Myristicaceae,Virola,calophylla,Virola calophylla,Warb.,5.2,7,,,960,,959,,483,,Primary,Upland,SA2_6,Primary.Upland
4906,Sabalillo,21/1/2016,200°,20°,SA2,6,Meliaceae,Guarea,kunthiana,Guarea kunthiana, A. Juss.,5.1,5,,,960,,959,,483,,Primary,Upland,SA2_6,Primary.Upland
4907,Sabalillo,21/1/2016,200°,20°,SA2,6,Chrysobalanaceae,Licania,micrantha,Licania micrantha,Miq.,10.6,7,,,960,,959,,483,,Primary,Upland,SA2_6,Primary.Upland
4908,Sabalillo,21/1/2016,200°,20°,SA2,6,Cardiopteridaceae,Dendrobangia,boliviana,Dendrobangia boliviana,Rusby,6.9,9,,,960,,959,,483,,Primary,Upland,SA2_6,Primary.Upland
4909,Sabalillo,21/1/2016,200°,20°,SA2,6,Chrysobalanaceae,Couepia,williamsii,Couepia williamsii,J.F. Macbr.,7.4,9,,,960,,959,,483,,Primary,Upland,SA2_6,Primary.Upland
4910,Sabalillo,21/1/2016,200°,20°,SA2,6,Myristicaceae,Iryanthera,grandis,Iryanthera grandis,Ducke,24.5,20,,,960,,959,,483,,Primary,Upland,SA2_6,Primary.Upland
4911,Sabalillo,21/1/2016,200°,20°,SA2,6,Myristicaceae,Virola,calophylla,Virola calophylla,Warb.,3.3,5,,,960,,959,,483,,Primary,Upland,SA2_6,Primary.Upland
4912,Sabalillo,21/1/2016,200°,20°,SA2,6,Erythroxylaceae,Erythroxylum,macrophyllum,Erythroxylum macrophyllum, Mart.,7.3,7,,,960,,959,,483,,Primary,Upland,SA2_6,Primary.Upland
4913,Sabalillo,21/1/2016,200°,20°,SA2,6,Rubiaceae,Palicourea,grandifolia,Palicourea grandifolia, (Willd. ex Roem. & Schult.) Standl.,2.6,3,,,960,,959,,483,,Primary,Upland,SA2_6,Primary.Upland
4914,Sabalillo,21/1/2016,200°,20°,SA2,6,Fabaceae,Abarema,sp. 2,Abarema sp. 2,,4.6,7,,,960,,959,,483,,Primary,Upland,SA2_6,Primary.Upland
4915,Sabalillo,21/1/2016,200°,20°,SA2,6,Lecythidaceae,Eschweilera,coriacea,Eschweilera coriacea,(DC.) S.A. Mori,15.8,9,,,960,,959,,483,,Primary,Upland,SA2_6,Primary.Upland
4916,Sabalillo,21/1/2016,200°,20°,SA2,6,Fabaceae,Parkia,nitida,Parkia nitida,Miq.,17,13,,,960,,959,,483,,Primary,Upland,SA2_6,Primary.Upland
4917,Sabalillo,21/1/2016,200°,20°,SA2,6,Fabaceae,Dussia,tessmannii,Dussia tessmannii,Harms,4.6,4,,,960,,959,,483,,Primary,Upland,SA2_6,Primary.Upland
4918,Sabalillo,21/1/2016,200°,20°,SA2,6,Elaeocarpaceae,Sloanea,brevipes,Sloanea brevipes,Benth.,3.5,3,,,960,,959,,483,,Primary,Upland,SA2_6,Primary.Upland
4919,Sabalillo,21/1/2016,200°,20°,SA2,6,Vochysiaceae,Erisma,bicolor,Erisma bicolor,Ducke,50,25,,,960,,959,,483,,Primary,Upland,SA2_6,Primary.Upland
4920,Sabalillo,21/1/2016,200°,20°,SA2,6,Ebenaceae,Diospyros,egleri,Diospyros egleri,Pires & Cavalcante,4.8,2,,,960,,959,,483,,Primary,Upland,SA2_6,Primary.Upland
4921,Sabalillo,21/1/2016,200°,20°,SA2,6,Fabaceae,Abarema,sp. 2,Abarema sp. 2,,2.8,2,,,960,,959,,483,,Primary,Upland,SA2_6,Primary.Upland
4922,Sabalillo,21/1/2016,200°,20°,SA2,6,Violaceae,Leonia,cymosa,Leonia cymosa,Mart.,4.8,4,,,960,,959,,483,,Primary,Upland,SA2_6,Primary.Upland
4923,Sabalillo,21/1/2016,200°,20°,SA2,6,Myristicaceae,Iryanthera,polyneura,Iryanthera polyneura,Ducke,3.3,3,,,960,,959,,483,,Primary,Upland,SA2_6,Primary.Upland
4924,Sabalillo,21/1/2016,200°,20°,SA2,6,Burseraceae,Protium,amazonicum,Protium amazonicum,(Cuatrec.) Daly,4.6,7,,,960,,959,,483,,Primary,Upland,SA2_6,Primary.Upland
4925,Sabalillo,21/1/2016,200°,20°,SA2,6,Salicaceae,Casearia,resinifera,Casearia resinifera,Spruce ex Eichler,2.7,2,,,960,,959,,483,,Primary,Upland,SA2_6,Primary.Upland
4926,Sabalillo,21/1/2016,200°,20°,SA2,6,Myristicaceae,Iryanthera,tricornis,Iryanthera tricornis,Ducke,20.4,12,,,960,,959,,483,,Primary,Upland,SA2_6,Primary.Upland
4927,Sabalillo,21/1/2016,200°,20°,SA2,6,Chrysobalanaceae,Couepia,dolichopoda,Couepia dolichopoda,Prance,16.6,15,,,960,,959,,483,,Primary,Upland,SA2_6,Primary.Upland
4928,Sabalillo,21/1/2016,200°,20°,SA2,6,Myristicaceae,Virola,obovata,Virola obovata,Ducke,3.5,2,,,960,,959,,483,,Primary,Upland,SA2_6,Primary.Upland
4929,Sabalillo,21/1/2016,200°,20°,SA2,6,Fabaceae,Abarema,sp. 2,Abarema sp. 2,,3.1,,,,960,,959,,483,,Primary,Upland,SA2_6,Primary.Upland
4930,Sabalillo,21/1/2016,190°,120°,SA2,5,Sapotaceae,Chrysophyllum,sp. 1,Chrysophyllum sp. 1,,3,5,,,961,,962,,484,,Primary,Upland,SA2_5,Primary.Upland
4931,Sabalillo,21/1/2016,190°,120°,SA2,5,Fabaceae,Tachigali,loretensis,Tachigali loretensis,van der Werff,2.3,4,,,961,,962,,484,,Primary,Upland,SA2_5,Primary.Upland
4932,Sabalillo,21/1/2016,190°,120°,SA2,5,Annonaceae,Guatteria,megalophylla,Guatteria megalophylla,Diels,3.4,5,,,961,,962,,484,,Primary,Upland,SA2_5,Primary.Upland
4933,Sabalillo,21/1/2016,190°,120°,SA2,5,Chrysobalanaceae,Licania,micrantha,Licania micrantha,Miq.,7.8,8,,,961,,962,,484,,Primary,Upland,SA2_5,Primary.Upland
4934,Sabalillo,21/1/2016,190°,120°,SA2,5,Myristicaceae,Iryanthera,grandis,Iryanthera grandis,Ducke,14.4,10,,,961,,962,,484,,Primary,Upland,SA2_5,Primary.Upland
4935,Sabalillo,21/1/2016,190°,120°,SA2,5,Myristicaceae,Iryanthera,polyneura,Iryanthera polyneura,Ducke,3.3,4,,,961,,962,,484,,Primary,Upland,SA2_5,Primary.Upland
4936,Sabalillo,21/1/2016,190°,120°,SA2,5,Lecythidaceae,Eschweilera,albiflora,Eschweilera albiflora,(DC.) Miers,3.7,4,,,961,,962,,484,,Primary,Upland,SA2_5,Primary.Upland
4937,Sabalillo,21/1/2016,190°,120°,SA2,5,Violaceae,Rinorea,racemosa,Rinorea racemosa,(Mart.) Kuntze,10.4,8,,,961,,962,,484,,Primary,Upland,SA2_5,Primary.Upland
4938,Sabalillo,21/1/2016,190°,120°,SA2,5,Fabaceae,Parkia,nitida,Parkia nitida,Miq.,3,4,,,961,,962,,484,,Primary,Upland,SA2_5,Primary.Upland
4939,Sabalillo,21/1/2016,190°,120°,SA2,5,Moraceae,Helicostylis,scabra,Helicostylis scabra, (J.F. Macbr.) C.C. Berg,2.9,2,,,961,,962,,484,,Primary,Upland,SA2_5,Primary.Upland
4940,Sabalillo,21/1/2016,190°,120°,SA2,5,Moraceae,Helicostylis,scabra,Helicostylis scabra, (J.F. Macbr.) C.C. Berg,5.1,4,,,961,,962,,484,,Primary,Upland,SA2_5,Primary.Upland
4941,Sabalillo,21/1/2016,190°,120°,SA2,5,Myristicaceae,Virola,obovata,Virola obovata,Ducke,5,3,,,961,,962,,484,,Primary,Upland,SA2_5,Primary.Upland
4942,Sabalillo,21/1/2016,190°,120°,SA2,5,Moraceae,Helicostylis,scabra,Helicostylis scabra, (J.F. Macbr.) C.C. Berg,3.9,5,,,961,,962,,484,,Primary,Upland,SA2_5,Primary.Upland
4943,Sabalillo,21/1/2016,190°,120°,SA2,5,Lecythidaceae,Eschweilera,coriacea,Eschweilera coriacea,(DC.) S.A. Mori,6,6,,,961,,962,,484,,Primary,Upland,SA2_5,Primary.Upland
4944,Sabalillo,21/1/2016,190°,120°,SA2,5,Myristicaceae,Virola,pavonis,Virola pavonis,(A.DC.) A.C.Sm.,10.4,7,,,961,,962,,484,,Primary,Upland,SA2_5,Primary.Upland
4945,Sabalillo,21/1/2016,190°,120°,SA2,5,Euphorbiaceae,Mabea,speciosa,Mabea speciosa,Müll. Arg.,2.8,4,,,961,,962,,484,,Primary,Upland,SA2_5,Primary.Upland
4946,Sabalillo,21/1/2016,190°,120°,SA2,5,Fabaceae,Inga,cylindrica,Inga cylindrica,(Vell.) Mart.,3.5,4,,,961,,962,,484,,Primary,Upland,SA2_5,Primary.Upland
4947,Sabalillo,21/1/2016,190°,120°,SA2,5,Euphorbiaceae,Hevea,guianensis,Hevea guianensis,Aubl.,4.4,6,,,961,,962,,484,,Primary,Upland,SA2_5,Primary.Upland
4948,Sabalillo,21/1/2016,190°,120°,SA2,5,Myristicaceae,Iryanthera,grandis,Iryanthera grandis,Ducke,21,15,,,961,,962,,484,,Primary,Upland,SA2_5,Primary.Upland
4949,Sabalillo,21/1/2016,190°,120°,SA2,5,Lecythidaceae,Eschweilera,albiflora,Eschweilera albiflora,(DC.) Miers,8.5,8,,,961,,962,,484,,Primary,Upland,SA2_5,Primary.Upland
4950,Sabalillo,21/1/2016,190°,120°,SA2,5,Elaeocarpaceae,Sloanea,brevipes,Sloanea brevipes,Benth.,8.1,8,,,961,,962,,484,,Primary,Upland,SA2_5,Primary.Upland
4951,Sabalillo,21/1/2016,190°,120°,SA2,5,Annonaceae,Guatteria,acutissima,Guatteria acutissima,R.E. Fr.,3,5,,,961,,962,,484,,Primary,Upland,SA2_5,Primary.Upland
4952,Sabalillo,21/1/2016,190°,120°,SA2,5,Chrysobalanaceae,Couepia,dolichopoda,Couepia dolichopoda,Prance,6.8,7,,,961,,962,,484,,Primary,Upland,SA2_5,Primary.Upland
4953,Sabalillo,21/1/2016,190°,120°,SA2,5,Chrysobalanaceae,Licania,apetala,Licania apetala,E.Mey.) Fritsch,4.7,6,,,961,,962,,484,,Primary,Upland,SA2_5,Primary.Upland
4954,Sabalillo,21/1/2016,190°,120°,SA2,5,Myristicaceae,Iryanthera,tricornis,Iryanthera tricornis,Ducke,4.6,5,,,961,,962,,484,,Primary,Upland,SA2_5,Primary.Upland
4955,Sabalillo,21/1/2016,190°,120°,SA2,5,Euphorbiaceae,Senefeldera,inclinata,Senefeldera inclinata, Müll. Arg.,6.3,8,,,961,,962,,484,,Primary,Upland,SA2_5,Primary.Upland
4956,Sabalillo,21/1/2016,320°,140°,SA2,4,Myristicaceae,Virola,loretensis,Virola loretensis,A.C.Sm.,5.7,7,,,964,,963,,485,,Primary,Upland,SA2_4,Primary.Upland
4957,Sabalillo,21/1/2016,320°,140°,SA2,4,Annonaceae,Guatteria,megalophylla,Guatteria megalophylla,Diels,7,7,,,964,,963,,485,,Primary,Upland,SA2_4,Primary.Upland
4958,Sabalillo,21/1/2016,320°,140°,SA2,4,Salicaceae,Casearia,resinifera,Casearia resinifera,Spruce ex Eichler,3.6,2,,,964,,963,,485,,Primary,Upland,SA2_4,Primary.Upland
4959,Sabalillo,21/1/2016,320°,140°,SA2,4,Siparunaceae,Siparuna,decipiens,Siparuna decipiens,(Tul.) A.DC.,6.4,5,,,964,,963,,485,,Primary,Upland,SA2_4,Primary.Upland
4960,Sabalillo,21/1/2016,320°,140°,SA2,4,Chrysobalanaceae,Licania,intrapetiolaris,Licania intrapetiolaris,Spreng. ex Hook.f.,2.9,3,,,964,,963,,485,,Primary,Upland,SA2_4,Primary.Upland
4961,Sabalillo,21/1/2016,320°,140°,SA2,4,Moraceae,Perebea,guianensis,Perebea guianensis,Aubl.,10,15,,,964,,963,,485,,Primary,Upland,SA2_4,Primary.Upland
4962,Sabalillo,21/1/2016,320°,140°,SA2,4,Clusiaceae,Garcinia,madruno,Garcinia madruno,(Kunth) Hammel,3.5,5,,,964,,963,,485,,Primary,Upland,SA2_4,Primary.Upland
4963,Sabalillo,21/1/2016,320°,140°,SA2,4,Violaceae,Rinorea,racemosa,Rinorea racemosa,(Mart.) Kuntze,2.8,,,,964,,963,,485,,Primary,Upland,SA2_4,Primary.Upland
4964,Sabalillo,21/1/2016,320°,140°,SA2,4,Moraceae,Pseudolmedia,laevis,Pseudolmedia laevis,(Ruiz & Pav.) J.F. Macbr.,25.5,23,,,964,,963,,485,,Primary,Upland,SA2_4,Primary.Upland
4965,Sabalillo,21/1/2016,320°,140°,SA2,4,Myristicaceae,Virola,obovata,Virola obovata,Ducke,10,12,,,964,,963,,485,,Primary,Upland,SA2_4,Primary.Upland
4966,Sabalillo,21/1/2016,320°,140°,SA2,4,Moraceae,Helicostylis,scabra,Helicostylis scabra, (J.F. Macbr.) C.C. Berg,2.8,3,,,964,,963,,485,,Primary,Upland,SA2_4,Primary.Upland
4967,Sabalillo,21/1/2016,320°,140°,SA2,4,Fabaceae,Inga,cylindrica,Inga cylindrica,(Vell.) Mart.,2.5,2,,,964,,963,,485,,Primary,Upland,SA2_4,Primary.Upland
4968,Sabalillo,21/1/2016,320°,140°,SA2,4,Chrysobalanaceae,Licania,heteromorpha,Licania heteromorpha,Benth.,25.8,15,,,964,,963,,485,,Primary,Upland,SA2_4,Primary.Upland
4969,Sabalillo,21/1/2016,320°,140°,SA2,4,Elaeocarpaceae,Sloanea,brevipes,Sloanea brevipes,Benth.,3.8,4,,,964,,963,,485,,Primary,Upland,SA2_4,Primary.Upland
4970,Sabalillo,21/1/2016,320°,140°,SA2,4,Euphorbiaceae,Senefeldera,inclinata,Senefeldera inclinata, Müll. Arg.,3.4,5,,,964,,963,,485,,Primary,Upland,SA2_4,Primary.Upland
4971,Sabalillo,21/1/2016,320°,140°,SA2,4,Moraceae,Pseudolmedia,laevis,Pseudolmedia laevis,(Ruiz & Pav.) J.F. Macbr.,5.2,5,,,964,,963,,485,,Primary,Upland,SA2_4,Primary.Upland
4972,Sabalillo,21/1/2016,320°,140°,SA2,4,Myristicaceae,Iryanthera,polyneura,Iryanthera polyneura,Ducke,4,5,,,964,,963,,485,,Primary,Upland,SA2_4,Primary.Upland
